0.12506,-0.1969,-0.18597,0.099124,0.024333
0.12752,-0.19842,-0.1823,0.08862,0.038689
0.12996,-0.19976,-0.17825,0.07779,0.052823
0.13236,-0.20091,-0.17384,0.066674,0.066654
0.13473,-0.20188,-0.16907,0.055313,0.080102
0.13707,-0.20267,-0.16395,0.043748,0.09309
0.13938,-0.20327,-0.15849,0.032023,0.10554
0.14166,-0.20368,-0.1527,0.02018,0.11739
0.14391,-0.2039,-0.14659,0.0082627,0.12856
0.14612,-0.20394,-0.14019,-0.0036849,0.139
0.1483,-0.20379,-0.13349,-0.015619,0.14864
0.15044,-0.20345,-0.12651,-0.027496,0.15742
0.15255,-0.20293,-0.11928,-0.039271,0.1653
0.15462,-0.20222,-0.1118,-0.050902,0.17223
0.15666,-0.20132,-0.10408,-0.062346,0.17818
0.15867,-0.20024,-0.096154,-0.073561,0.18309
0.16063,-0.19897,-0.088026,-0.084506,0.18696
0.16256,-0.19752,-0.079716,-0.09514,0.18976
0.16446,-0.19589,-0.071242,-0.10542,0.19146
0.16631,-0.19408,-0.06262,-0.11532,0.19207
0.16813,-0.19209,-0.053869,-0.12479,0.19157
0.1699,-0.18992,-0.045006,-0.13381,0.18997
0.17164,-0.18758,-0.03605,-0.14233,0.18729
0.17334,-0.18507,-0.027019,-0.15033,0.18352
0.175,-0.18239,-0.017933,-0.15777,0.17871
0.17662,-0.17954,-0.0088095,-0.16464,0.17286
0.1782,-0.17652,0.00033214,-0.1709,0.16603
0.17974,-0.17334,0.0094731,-0.17653,0.15824
0.18123,-0.17,0.018595,-0.18152,0.14954
0.18269,-0.16651,0.027677,-0.18584,0.13999
0.1841,-0.16286,0.036703,-0.18947,0.12963
0.18547,-0.15906,0.045653,-0.19241,0.11852
0.1868,-0.15512,0.054508,-0.19464,0.10674
0.18808,-0.15104,0.063251,-0.19615,0.094343
0.18932,-0.14681,0.071863,-0.19694,0.081404
0.19052,-0.14245,0.080326,-0.19701,0.067998
0.19168,-0.13796,0.088623,-0.19636,0.054201
0.19279,-0.13334,0.096736,-0.19498,0.040094
0.19385,-0.1286,0.10465,-0.19289,0.025756
0.19487,-0.12374,0.11235,-0.19009,0.01127
0.19585,-0.11877,0.11981,-0.18659,-0.0032804
0.19678,-0.11369,0.12703,-0.1824,-0.017812
0.19767,-0.1085,0.13398,-0.17754,-0.032241
0.19851,-0.10322,0.14066,-0.17203,-0.046486
0.1993,-0.097839,0.14705,-0.16589,-0.060463
0.20005,-0.092368,0.15313,-0.15914,-0.074093
0.20076,-0.086813,0.15889,-0.1518,-0.087298
0.20141,-0.081177,0.16433,-0.1439,-0.1
0.20202,-0.075468,0.16943,-0.13548,-0.11213
0.20259,-0.069688,0.17417,-0.12656,-0.12362
0.20311,-0.063845,0.17856,-0.11717,-0.13439
0.20358,-0.057943,0.18258,-0.10735,-0.1444
0.204,-0.051988,0.18622,-0.097139,-0.15357
0.20438,-0.045984,0.18947,-0.086569,-0.16187
0.20471,-0.039939,0.19233,-0.075681,-0.16923
0.20499,-0.033857,0.1948,-0.064514,-0.17562
0.20523,-0.027744,0.19686,-0.053111,-0.18101
0.20542,-0.021605,0.19851,-0.041512,-0.18535
0.20556,-0.015446,0.19976,-0.029761,-0.18863
0.20565,-0.0092734,0.20059,-0.017901,-0.19083
0.2057,-0.0030921,0.201,-0.0059742,-0.19193
0.2057,0.0030921,0.201,0.0059742,-0.19193
0.20565,0.0092734,0.20059,0.017901,-0.19083
0.20556,0.015446,0.19976,0.029761,-0.18863
0.20542,0.021605,0.19851,0.041512,-0.18535
0.20523,0.027744,0.19686,0.053111,-0.18101
0.20499,0.033857,0.1948,0.064514,-0.17562
0.20471,0.039939,0.19233,0.075681,-0.16923
0.20438,0.045984,0.18947,0.086569,-0.16187
0.204,0.051988,0.18622,0.097139,-0.15357
0.20358,0.057943,0.18258,0.10735,-0.1444
0.20311,0.063845,0.17856,0.11717,-0.13439
0.20259,0.069688,0.17417,0.12656,-0.12362
0.20202,0.075468,0.16943,0.13548,-0.11213
0.20141,0.081177,0.16433,0.1439,-0.1
0.20076,0.086813,0.15889,0.1518,-0.087298
0.20005,0.092368,0.15313,0.15914,-0.074093
0.1993,0.097839,0.14705,0.16589,-0.060463
0.19851,0.10322,0.14066,0.17203,-0.046486
0.19767,0.1085,0.13398,0.17754,-0.032241
0.19678,0.11369,0.12703,0.1824,-0.017812
0.19585,0.11877,0.11981,0.18659,-0.0032804
0.19487,0.12374,0.11235,0.19009,0.01127
0.19385,0.1286,0.10465,0.19289,0.025756
0.19279,0.13334,0.096736,0.19498,0.040094
0.19168,0.13796,0.088623,0.19636,0.054201
0.19052,0.14245,0.080326,0.19701,0.067998
0.18932,0.14681,0.071863,0.19694,0.081404
0.18808,0.15104,0.063251,0.19615,0.094343
0.1868,0.15512,0.054508,0.19464,0.10674
0.18547,0.15906,0.045653,0.19241,0.11852
0.1841,0.16286,0.036703,0.18947,0.12963
0.18269,0.16651,0.027677,0.18584,0.13999
0.18123,0.17,0.018595,0.18152,0.14954
0.17974,0.17334,0.0094731,0.17653,0.15824
0.1782,0.17652,0.00033214,0.1709,0.16603
0.17662,0.17954,-0.0088095,0.16464,0.17286
0.175,0.18239,-0.017933,0.15777,0.17871
0.17334,0.18507,-0.027019,0.15033,0.18352
0.17164,0.18758,-0.03605,0.14233,0.18729
0.1699,0.18992,-0.045006,0.13381,0.18997
0.16813,0.19209,-0.053869,0.12479,0.19157
0.16631,0.19408,-0.06262,0.11532,0.19207
0.16446,0.19589,-0.071242,0.10542,0.19146
0.16256,0.19752,-0.079716,0.09514,0.18976
0.16063,0.19897,-0.088026,0.084506,0.18696
0.15867,0.20024,-0.096154,0.073561,0.18309
0.15666,0.20132,-0.10408,0.062346,0.17818
0.15462,0.20222,-0.1118,0.050902,0.17223
0.15255,0.20293,-0.11928,0.039271,0.1653
0.15044,0.20345,-0.12651,0.027496,0.15742
0.1483,0.20379,-0.13349,0.015619,0.14864
0.14612,0.20394,-0.14019,0.0036849,0.139
0.14391,0.2039,-0.14659,-0.0082627,0.12856
0.14166,0.20368,-0.1527,-0.02018,0.11739
0.13938,0.20327,-0.15849,-0.032023,0.10554
0.13707,0.20267,-0.16395,-0.043748,0.09309
0.13473,0.20188,-0.16907,-0.055313,0.080102
0.13236,0.20091,-0.17384,-0.066674,0.066654
0.12996,0.19976,-0.17825,-0.07779,0.052823
0.12752,0.19842,-0.1823,-0.08862,0.038689
0.12506,0.1969,-0.18597,-0.099124,0.024333
0.12257,0.19519,-0.18925,-0.10926,0.0098373
0.12005,0.19331,-0.19214,-0.119,-0.004715
0.11751,0.19125,-0.19463,-0.1283,-0.01924
0.11493,0.18902,-0.19672,-0.13713,-0.033655
0.11233,0.18661,-0.19841,-0.14546,-0.047877
0.10971,0.18403,-0.19968,-0.15325,-0.061823
0.10706,0.18128,-0.20054,-0.16048,-0.075415
0.10438,0.17836,-0.20099,-0.16711,-0.088573
0.10168,0.17528,-0.20102,-0.17314,-0.10122
0.098958,0.17204,-0.20063,-0.17852,-0.11329
0.096213,0.16864,-0.19983,-0.18325,-0.12471
0.093445,0.16508,-0.19862,-0.18731,-0.13541
0.090656,0.16137,-0.19699,-0.19068,-0.14534
0.087846,0.15752,-0.19496,-0.19335,-0.15443
0.085016,0.15352,-0.19253,-0.1953,-0.16263
0.082166,0.14938,-0.18969,-0.19654,-0.16991
0.079298,0.1451,-0.18647,-0.19706,-0.1762
0.076411,0.14069,-0.18286,-0.19685,-0.18149
0.073506,0.13615,-0.17887,-0.19592,-0.18573
0.070585,0.13148,-0.17451,-0.19427,-0.1889
0.067646,0.12669,-0.16978,-0.1919,-0.19099
0.064692,0.12178,-0.16471,-0.18882,-0.19197
0.061721,0.11676,-0.15929,-0.18504,-0.19185
0.058735,0.11163,-0.15353,-0.18058,-0.19062
0.055734,0.10639,-0.14746,-0.17545,-0.18829
0.052721,0.10106,-0.14108,-0.16968,-0.18488
0.049695,0.095634,-0.13441,-0.16328,-0.1804
0.046662,0.090125,-0.12747,-0.15629,-0.1749
0.043624,0.084548,-0.12028,-0.14875,-0.16843
0.040589,0.078917,-0.11289,-0.14072,-0.16105
0.037564,0.073253,-0.10532,-0.13224,-0.15285
0.03456,0.067581,-0.097617,-0.1234,-0.14391
0.031591,0.061933,-0.089843,-0.11427,-0.13436
0.028673,0.056343,-0.082058,-0.10496,-0.12433
0.025823,0.050853,-0.07433,-0.095566,-0.11397
0.023062,0.045505,-0.066733,-0.086201,-0.10343
0.020411,0.040345,-0.059345,-0.076984,-0.092886
0.017889,0.035418,-0.05224,-0.06803,-0.082496
0.015517,0.030768,-0.045494,-0.059452,-0.072422
